#"id","iso_639_1","iso_639_2","iso_639_3","rfc_3066","english_name","english_name_locale","english_name_modifier","native_name","native_name_locale","native_name_modifier","macro_language","direction","pluralization","scope"

0,340,"ar","ara","ara",,"Arabic",,,"العربية",,,1,"rtl",,"L"
0,875,"bs","bos","bos",,"Bosnian",,,,,,0,"ltr",,"L"
0,1020,"bg","bul","bul",,"Bulgarian",,,"Български",,,0,"ltr",,"L"
0,1177,"ca","cat","cat",,"Catalan",,,"Català",,,0,"ltr",,"L"
0,1233,"cs","ces","ces",,"Czech",,,"čeština",,,0,"ltr","c%10==1 && c%100!=11 ? 1 : c%10>=2 && c%10<=4 && (c%100<10 || c%100>=20) ? 2 : 3","L"
0,1261,"cu","chu","chu",,"Slavic",,"Church",,,,0,"ltr",,"A"
0,1481,"cy","cym","cym",,"Welsh",,,"Cymraeg",,,0,"ltr",,"L"
1,1499,"da","dan","dan",,"Danish",,,"Dansk",,,0,"ltr","c == 1 ? 1 : 2","L"
1,1556,"de","deu","deu",,"German",,,"Deutsch",,,0,"ltr","c == 1 ? 1 : 2","L"
0,1793,"el","ell","ell",,"Greek",,"Modern (1453-)","Ελληνικά",,,0,"ltr","c == 1 ? 1 : 2","L"
1,1819,"en","eng","eng",,"English",,,,,,0,"ltr","c == 1 ? 1 : 2","L"
0,1831,"eo","epo","epo",,"Esperanto",,,,,,0,"ltr","c == 1 ? 1 : 2","C"
0,1851,"et","est","est",,"Estonian",,,"Eesti",,,0,"ltr","c == 1 ? 1 : 2","L"
0,1865,"eu","eus","eus",,"Basque",,,"euskera",,,0,"ltr",,"L"
0,1889,"fa","fas","fas",,"Persian",,,"فارسی",,,1,"ltr",,"L"
0,1903,"fi","fin","fin",,"Finnish",,,"suomi",,,0,"ltr","c == 1 ? 1 : 2","L"
1,1930,"fr","fra","fra",,"French",,,"Français",,,0,"ltr","c == 1 ? 1 : 2","L"
0,2115,"ga","gle","gle",,"Irish",,,"Gaeilge",,,0,"ltr","c==1 ? 1 : c==2 ? 2 : 3","L"
0,2323,"he","heb","heb",,"Hebrew",,,"עברית",,,0,"rtl","c == 1 ? 1 : 2","L"
0,2343,"hi","hin","hin",,"Hindi",,,"हिंदी",,,0,"ltr",,"L"
0,2418,"hr","hrv","hrv",,"Croatian",,,"Hrvatski",,,0,"ltr","c%10==1 && c%100!=11 ? 1 : c%10>=2 && c%10<=4 && (c%100<10 || c%100>=20) ? 2 : 3","L"
0,2443,"hu","hun","hun",,"Hungarian",,,"Magyar",,,0,"ltr","c = 1","L"
0,2466,"hy","hye","hye",,"Armenian",,,"Հայերեն",,,0,"ltr",,"L"
0,2558,"id","ind","ind",,"Indonesian",,,"Bahasa indonesia",,,0,"ltr",,"L"
0,2593,"is","isl","isl",,"Icelandic",,,"Íslenska",,,0,"ltr",,"L"
1,2600,"it","ita","ita",,"Italian",,,"italiano",,,0,"ltr","c == 1 ? 1 : 2","L"
1,2723,"ja","jpn","jpn",,"Japanese",,,"日本語",,,0,"ltr","c = 1","L"
0,3122,"ko","kor","kor",,"Korean",,,"한국어",,,0,"ltr","c = 1","L"
0,3276,"ku","kur","kur",,"Kurdish",,,,,,1,"ltr",,"L"
0,3433,"la","lat","lat",,"Latin",,,,,,0,"ltr",,"A"
0,3435,"lv","lav","lav",,"Latvian",,,"Latviešu",,,0,"ltr","c%10==1 && c%100!=11 ? 1 : c != 0 ? 2 : 3","L"
0,3553,"lt","lit","lit",,"Lithuanian",,,"Lietuviškai",,,0,"ltr","c%10==1 && c%100!=11 ? 1 : c%10>=2 && (c%100<10 || c%100>=20) ? 2 : 3","L"
0,3981,"mk","mkd","mkd",,"Macedonian",,,"Македонски",,,0,"ltr",,"L"
0,4022,"mt","mlt","mlt",,"Maltese",,,"Malti",,,0,"ltr",,"L"
0,4091,"mo","mol","mol",,"Moldavian",,,,,,0,"ltr",,"L"
0,4093,"mn","mon","mon",,"Mongolian",,,,,,1,"ltr",,"L"
0,4499,"ne","nep","nep",,"Nepali",,,,,,0,"ltr",,"L"
1,4628,"nl","nld","nld",,"Dutch",,,"Nederlands",,,0,"ltr","c == 1 ? 1 : 2","L"
0,4709,"no","nor","nor",,"Norwegian",,,"Norsk",,,1,"ltr","c == 1 ? 1 : 2","L"
0,5031,"pa","pan","pan",,"Panjabi",,,,,,0,"ltr",,"L"
0,5244,"pl","pol","pol",,"Polish",,,"Polski",,,0,"ltr","c==1 ? 1 : c%10>=2 && c%10<=4 && (c%100<10 || c%100>=20) ? 2 : 3","L"
1,5250,"pt","por","por",,"Portuguese",,,"português",,,0,"ltr","c == 1 ? 1 : 2","L"
0,5368,"qu","que","que",,"Quechua",,,,,,1,"ltr",,"L"
0,5528,"ro","ron","ron",,"Romanian",,,"Română",,,0,"ltr",,"L"
1,5556,"ru","rus","rus",,"Russian",,,"Pyccĸий",,,0,"ltr","c%10==1 && c%100!=11 ? 1 : c%10>=2 && c%10<=4 && (c%100<10 || c%100>=20) ? 2 : 3","L"
0,5810,"sl","slv","slv",,"Slovenian",,,"Slovenščina",,,0,"ltr","c%100==1 ? 1 : c%100==2 ? 2 : c%100==3 || c%100==4 ? 3 : 4","L"
0,5876,"so","som","som",,"Somali",,,"Somali",,,0,"ltr",,"L"
1,5889,"es","spa","spa",,"Spanish",,,"Español",,,0,"ltr","c == 1 ? 1 : 2","L"
0,5910,"sq","sqi","sqi",,"Albanian",,,"shqip",,,1,"ltr",,"L"
0,5933,"sr","srp","srp",,"Serbian",,,"Srpski",,,0,"ltr",,"L"
0,6024,"sv","swe","swe",,"Swedish",,,"svenska",,,0,"ltr","c == 1 ? 1 : 2","L"
0,6090,"ta","tam","tam",,"Tamil",,,,,,0,"ltr",,"L"
0,6223,"th","tha","tha",,"Thai",,,"ภาษาไทย",,,0,"ltr",,"L"
0,6519,"tr","tur","tur",,"Turkish",,,"Tϋrkçe",,,0,"ltr","c = 1","L"
0,6640,"uk","ukr","ukr",,"Ukrainian",,,"Українська",,,0,"ltr","c%10==1 && c%100!=11 ? 1 : c%10>=2 && c%10<=4 && (c%100<10 || c%100>=20) ? 2 : 3","L"
0,6679,"ur","urd","urd",,"Urdu",,,"اردو",,,0,"ltr",,"L"
0,6719,"uz","uzb","uzb",,"Uzbek",,,"o'zbek",,,1,"ltr",,"L"
0,6751,"vi","vie","vie",,"Vietnamese",,,"Tiếng Việt",,,0,"ltr",,"L"
0,7324,"yi","yid","yid",,"Yiddish",,,,,,1,"ltr",,"L"
1,7484,"zh","zho","zho",,"Chinese",,,"中文",,,1,"ltr",,"L"
0,7594,"zu","zul","zul",,"Zulu",,,"isiZulu",,,0,"ltr",,"L"
